event_id,event_type,city,venue_type,music_genre,target_audience,day_of_week,start_time,ticket_price,capacity,tickets_sold,occupancy_rate,sales_start_days_before,promotion_strategy,main_sales_channel,drinks_included,weather,competing_events,result,business_notes
992,Concierto pop,Córdoba,Recinto exterior,Comercial,Jóvenes 18-25,Domingo,16:00,28,2000,1495,0.75,14,Sorteo de entradas,Wegow,1,Nublado,1,Buen resultado,Promoción por grupos funcionó muy bien
993,Noche comercial,Málaga,Discoteca,Latino,Universitarios,Jueves,16:00,20,1200,1140,0.95,30,Preventa por tramos,WhatsApp,1,Soleado,1,Sold out o casi sold out,Ventas lentas al inicio y aceleración final
994,Evento indie,Sevilla,Sala de conciertos,Urbano,Jóvenes 18-25,Jueves,16:00,18,400,220,0.55,10,Comunidad WhatsApp,Web ticketing,0,Soleado,1,Resultado medio,Promoción por grupos funcionó muy bien
995,Tardeo universitario,Córdoba,Sala de conciertos,Reggaeton,Universitarios,Jueves,16:00,12,800,705,0.88,7,Campaña Instagram,Web ticketing,2,Calor,2,Buen resultado,WhatsApp fue el canal más efectivo
996,Fiesta techno,Sevilla,Discoteca,Urbano,Jóvenes 25-35,Jueves,20:00,15,500,434,0.87,30,Preventa por tramos,Web ticketing,1,Frío,1,Buen resultado,Ventas lentas al inicio y aceleración final
997,Festival urbano,Valencia,Recinto exterior,Techno,Jóvenes 18-25,Jueves,00:00,35,300,287,0.96,7,Comunidad WhatsApp,Instagram,1,Nublado,2,Sold out o casi sold out,Instagram generó visibilidad pero pocas ventas directas
998,Pool party,Sevilla,Discoteca,Pop,Jóvenes 18-25,Jueves,18:00,25,1000,813,0.81,14,Descuento early bird,Web ticketing,0,Frío,2,Buen resultado,La competencia afectó a las ventas
999,Evento indie,Valencia,Terraza,Urbano,Erasmus,Domingo,16:00,23,1500,530,0.35,30,Descuento early bird,Web ticketing,0,Lluvia,1,Resultado flojo,Instagram generó visibilidad pero pocas ventas directas
1000,Noche comercial,Granada,Sala de conciertos,Pop,Jóvenes 18-25,Domingo,18:00,20,2000,1498,0.75,10,Colaboración con influencers locales,Wegow,1,Nublado,0,Buen resultado,La competencia afectó a las ventas
1001,Noche comercial,Sevilla,Sala de conciertos,Latino,Jóvenes 25-35,Jueves,18:00,12,2000,904,0.45,30,Sorteo de entradas,RRPP,0,Calor,2,Resultado flojo,La competencia afectó a las ventas
1002,Concierto pop,Valencia,Terraza,Urbano,Universitarios,Sábado,16:00,23,1200,750,0.62,30,Descuento early bird,Wegow,2,Frío,2,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1003,Concierto pop,Valencia,Recinto exterior,Techno,Erasmus,Jueves,00:00,23,800,537,0.67,21,Promoción grupos,Web ticketing,2,Nublado,0,Resultado medio,Promoción por grupos funcionó muy bien
1004,Fiesta reggaeton,Sevilla,Discoteca,Reggaeton,Universitarios,Sábado,20:00,15,400,400,1.0,21,Promoción grupos,Instagram,0,Nublado,2,Sold out o casi sold out,Instagram generó visibilidad pero pocas ventas directas
1005,Fiesta Erasmus,Málaga,Beach club,Pop,Jóvenes 18-25,Domingo,22:00,14,3000,1522,0.51,45,Descuento early bird,Instagram,2,Lluvia,1,Resultado medio,Buena respuesta de comunidad universitaria
1006,Tardeo universitario,Córdoba,Terraza,Pop,Universitarios,Sábado,16:00,15,3000,3000,1.0,14,Colaboración con influencers locales,Web ticketing,1,Calor,0,Sold out o casi sold out,WhatsApp fue el canal más efectivo
1007,Fiesta Erasmus,Málaga,Recinto exterior,Latino,Universitarios,Domingo,00:00,14,400,400,1.0,21,Comunidad WhatsApp,Wegow,0,Soleado,0,Sold out o casi sold out,Promoción por grupos funcionó muy bien
1008,Pool party,Málaga,Terraza,Pop,Público general,Domingo,22:00,23,500,445,0.89,45,Campaña Instagram,Wegow,0,Frío,0,Buen resultado,La competencia afectó a las ventas
1009,Fiesta reggaeton,Madrid,Sala de conciertos,Urbano,Jóvenes 18-25,Domingo,18:00,17,2000,2000,1.0,10,Preventa por tramos,WhatsApp,2,Calor,0,Sold out o casi sold out,Faltó campaña de urgencia en últimos días
1010,Tardeo universitario,Granada,Beach club,Pop,Jóvenes 25-35,Jueves,22:00,9,600,484,0.81,21,RRPP universitarios,RRPP,1,Nublado,1,Buen resultado,Precio demasiado alto para el público objetivo
1011,Tardeo universitario,Granada,Sala de conciertos,Techno,Jóvenes 18-25,Domingo,00:00,10,400,206,0.52,10,Campaña Instagram,Fourvenues,0,Frío,2,Resultado medio,Evento con alta ocupación y buen margen
1012,Tardeo universitario,Córdoba,Recinto exterior,Pop,Jóvenes 25-35,Jueves,16:00,9,1500,1002,0.67,14,Descuento early bird,Fourvenues,1,Calor,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1013,Fiesta reggaeton,Málaga,Terraza,Comercial,Jóvenes 18-25,Domingo,22:00,13,300,235,0.78,7,Sorteo de entradas,Wegow,0,Nublado,0,Buen resultado,Promoción por grupos funcionó muy bien
1014,Afterwork,Granada,Beach club,Pop,Jóvenes 25-35,Jueves,22:00,8,300,178,0.59,10,RRPP universitarios,Wegow,2,Frío,0,Resultado medio,Precio demasiado alto para el público objetivo
1015,Tardeo universitario,Granada,Discoteca,Indie,Universitarios,Jueves,18:00,12,500,500,1.0,10,Comunidad WhatsApp,Wegow,1,Calor,0,Sold out o casi sold out,Promoción por grupos funcionó muy bien
1016,Pool party,Córdoba,Recinto exterior,Techno,Universitarios,Viernes,22:00,23,500,440,0.88,10,Sorteo de entradas,Wegow,0,Calor,0,Buen resultado,Ventas lentas al inicio y aceleración final
1017,Afterwork,Málaga,Beach club,Techno,Erasmus,Domingo,18:00,7,1200,708,0.59,14,Descuento early bird,Instagram,0,Lluvia,1,Resultado medio,Buena respuesta de comunidad universitaria
1018,Evento indie,Córdoba,Recinto exterior,Indie,Erasmus,Viernes,16:00,16,500,305,0.61,30,Colaboración con influencers locales,Wegow,2,Calor,1,Resultado medio,WhatsApp fue el canal más efectivo
1019,Fiesta Erasmus,Madrid,Discoteca,Urbano,Universitarios,Jueves,20:00,12,1200,1050,0.88,21,RRPP universitarios,Fourvenues,1,Soleado,1,Buen resultado,Alta conversión por RRPP
1020,Afterwork,Madrid,Terraza,Pop,Jóvenes 25-35,Domingo,22:00,13,3000,2678,0.89,45,Sorteo de entradas,Fourvenues,2,Calor,2,Buen resultado,Precio demasiado alto para el público objetivo
1021,Evento indie,Málaga,Recinto exterior,Pop,Público general,Jueves,18:00,21,3000,1279,0.43,10,Comunidad WhatsApp,Fourvenues,1,Lluvia,1,Resultado flojo,Alta conversión por RRPP
1022,Noche comercial,Sevilla,Terraza,Pop,Erasmus,Sábado,18:00,18,600,390,0.65,10,Sorteo de entradas,WhatsApp,1,Lluvia,2,Resultado medio,Faltó campaña de urgencia en últimos días
1023,Evento indie,Valencia,Beach club,Indie,Jóvenes 18-25,Viernes,18:00,23,800,442,0.55,10,Colaboración con influencers locales,Wegow,0,Calor,0,Resultado medio,Alta conversión por RRPP
1024,Pool party,Granada,Sala de conciertos,Urbano,Jóvenes 25-35,Sábado,00:00,17,3000,1536,0.51,14,Colaboración con influencers locales,Wegow,1,Lluvia,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1025,Fiesta Erasmus,Málaga,Discoteca,Techno,Jóvenes 18-25,Domingo,22:00,14,3000,1598,0.53,10,Colaboración con influencers locales,Wegow,2,Calor,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1026,Noche comercial,Málaga,Recinto exterior,Urbano,Jóvenes 25-35,Sábado,00:00,12,300,212,0.71,7,Promoción grupos,Instagram,1,Nublado,0,Buen resultado,La competencia afectó a las ventas
1027,Festival urbano,Sevilla,Discoteca,Comercial,Jóvenes 25-35,Viernes,22:00,30,400,351,0.88,30,Preventa por tramos,Fourvenues,0,Calor,0,Buen resultado,Faltó campaña de urgencia en últimos días
1028,Concierto pop,Sevilla,Sala de conciertos,Indie,Público general,Sábado,18:00,25,3000,1607,0.54,10,Descuento early bird,Instagram,2,Nublado,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1029,Afterwork,Madrid,Discoteca,Techno,Universitarios,Sábado,18:00,8,600,482,0.8,21,Colaboración con influencers locales,RRPP,1,Soleado,0,Buen resultado,Precio demasiado alto para el público objetivo
1030,Festival urbano,Málaga,Discoteca,Techno,Jóvenes 18-25,Domingo,22:00,32,400,288,0.72,45,Sorteo de entradas,Web ticketing,0,Nublado,0,Buen resultado,Precio demasiado alto para el público objetivo
1031,Noche comercial,Córdoba,Discoteca,Indie,Jóvenes 18-25,Viernes,00:00,17,300,197,0.66,30,Colaboración con influencers locales,Web ticketing,1,Calor,1,Resultado medio,WhatsApp fue el canal más efectivo
1032,Concierto pop,Granada,Sala de conciertos,Comercial,Universitarios,Domingo,18:00,27,1000,644,0.64,14,RRPP universitarios,Web ticketing,1,Nublado,0,Resultado medio,Faltó campaña de urgencia en últimos días
1033,Fiesta Erasmus,Madrid,Recinto exterior,Reggaeton,Público general,Viernes,22:00,12,1000,480,0.48,21,Promoción grupos,Web ticketing,2,Soleado,1,Resultado flojo,Instagram generó visibilidad pero pocas ventas directas
1034,Fiesta Erasmus,Málaga,Recinto exterior,Pop,Jóvenes 18-25,Viernes,00:00,10,500,296,0.59,30,Comunidad WhatsApp,WhatsApp,0,Lluvia,1,Resultado medio,Evento con alta ocupación y buen margen
1035,Concierto pop,Málaga,Recinto exterior,Pop,Universitarios,Viernes,22:00,22,2000,1219,0.61,14,Promoción grupos,Fourvenues,2,Nublado,0,Resultado medio,Faltó campaña de urgencia en últimos días
1036,Fiesta techno,Granada,Sala de conciertos,Latino,Jóvenes 25-35,Sábado,16:00,15,2000,1711,0.86,10,RRPP universitarios,Instagram,0,Frío,1,Buen resultado,Evento con alta ocupación y buen margen
1037,Noche comercial,Valencia,Sala de conciertos,Pop,Público general,Domingo,20:00,20,3000,1451,0.48,7,Sorteo de entradas,Instagram,0,Nublado,0,Resultado flojo,Ventas lentas al inicio y aceleración final
1038,Fiesta techno,Madrid,Discoteca,Latino,Jóvenes 25-35,Sábado,16:00,18,300,285,0.95,10,RRPP universitarios,Instagram,0,Calor,0,Sold out o casi sold out,La competencia afectó a las ventas
1039,Afterwork,Madrid,Discoteca,Urbano,Erasmus,Viernes,18:00,10,3000,2884,0.96,30,Preventa por tramos,Web ticketing,0,Nublado,0,Sold out o casi sold out,WhatsApp fue el canal más efectivo
1040,Pool party,Sevilla,Discoteca,Comercial,Erasmus,Viernes,00:00,22,800,735,0.92,30,Preventa por tramos,RRPP,0,Frío,0,Sold out o casi sold out,Instagram generó visibilidad pero pocas ventas directas
1041,Afterwork,Valencia,Recinto exterior,Indie,Jóvenes 25-35,Sábado,16:00,12,2000,1504,0.75,10,Sorteo de entradas,WhatsApp,0,Calor,1,Buen resultado,Promoción por grupos funcionó muy bien
1042,Noche comercial,Granada,Terraza,Reggaeton,Público general,Domingo,22:00,17,1000,525,0.53,10,Sorteo de entradas,Web ticketing,0,Lluvia,1,Resultado medio,Promoción por grupos funcionó muy bien
1043,Fiesta techno,Córdoba,Beach club,Latino,Erasmus,Sábado,20:00,18,1500,974,0.65,21,Sorteo de entradas,Instagram,0,Nublado,0,Resultado medio,WhatsApp fue el canal más efectivo
1044,Concierto pop,Córdoba,Sala de conciertos,Urbano,Universitarios,Viernes,16:00,25,300,262,0.87,21,RRPP universitarios,Fourvenues,1,Soleado,1,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
1045,Noche comercial,Granada,Terraza,Latino,Público general,Domingo,18:00,15,600,301,0.5,30,Preventa por tramos,Web ticketing,1,Soleado,1,Resultado medio,Ventas lentas al inicio y aceleración final
1046,Afterwork,Granada,Discoteca,Reggaeton,Público general,Viernes,20:00,12,3000,1982,0.66,14,Descuento early bird,RRPP,1,Frío,1,Resultado medio,Faltó campaña de urgencia en últimos días
1047,Tardeo universitario,Madrid,Beach club,Reggaeton,Jóvenes 25-35,Domingo,22:00,15,3000,2997,1.0,7,Sorteo de entradas,Wegow,2,Soleado,2,Sold out o casi sold out,Precio demasiado alto para el público objetivo
1048,Evento indie,Valencia,Recinto exterior,Comercial,Jóvenes 18-25,Viernes,16:00,20,800,432,0.54,10,RRPP universitarios,Instagram,1,Soleado,2,Resultado medio,Faltó campaña de urgencia en últimos días
1049,Fiesta techno,Sevilla,Recinto exterior,Indie,Erasmus,Domingo,20:00,15,600,361,0.6,7,RRPP universitarios,Web ticketing,1,Calor,2,Resultado medio,Buena respuesta de comunidad universitaria
1050,Pool party,Málaga,Sala de conciertos,Urbano,Erasmus,Domingo,20:00,22,1000,758,0.76,14,Promoción grupos,RRPP,2,Frío,1,Buen resultado,La competencia afectó a las ventas
1051,Evento indie,Madrid,Sala de conciertos,Comercial,Público general,Sábado,16:00,18,800,440,0.55,30,Campaña Instagram,Instagram,1,Soleado,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1052,Noche comercial,Granada,Terraza,Reggaeton,Erasmus,Viernes,22:00,18,2000,1312,0.66,14,Campaña Instagram,Instagram,0,Frío,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1053,Noche comercial,Granada,Terraza,Reggaeton,Erasmus,Viernes,16:00,17,1200,512,0.43,21,Colaboración con influencers locales,Fourvenues,0,Soleado,1,Resultado flojo,WhatsApp fue el canal más efectivo
1054,Evento indie,Granada,Discoteca,Pop,Erasmus,Domingo,20:00,16,1200,685,0.57,14,Colaboración con influencers locales,Web ticketing,1,Calor,0,Resultado medio,Precio demasiado alto para el público objetivo
1055,Fiesta techno,Madrid,Terraza,Indie,Jóvenes 25-35,Jueves,18:00,21,500,408,0.82,21,Promoción grupos,RRPP,0,Soleado,2,Buen resultado,Ventas lentas al inicio y aceleración final
1056,Tardeo universitario,Málaga,Recinto exterior,Techno,Universitarios,Viernes,16:00,9,400,358,0.9,10,Comunidad WhatsApp,WhatsApp,2,Lluvia,2,Sold out o casi sold out,Alta conversión por RRPP
1057,Tardeo universitario,Madrid,Discoteca,Reggaeton,Público general,Jueves,16:00,15,800,566,0.71,14,Campaña Instagram,Instagram,0,Frío,1,Buen resultado,La competencia afectó a las ventas
1058,Noche comercial,Granada,Sala de conciertos,Reggaeton,Jóvenes 25-35,Sábado,20:00,13,3000,1985,0.66,45,RRPP universitarios,Fourvenues,1,Calor,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1059,Fiesta techno,Valencia,Recinto exterior,Latino,Jóvenes 25-35,Sábado,18:00,23,800,420,0.53,14,Comunidad WhatsApp,WhatsApp,0,Frío,1,Resultado medio,WhatsApp fue el canal más efectivo
1060,Fiesta techno,Málaga,Discoteca,Reggaeton,Público general,Jueves,18:00,18,400,365,0.91,14,RRPP universitarios,RRPP,0,Frío,0,Sold out o casi sold out,Evento con alta ocupación y buen margen
1061,Pool party,Córdoba,Recinto exterior,Reggaeton,Público general,Sábado,20:00,18,1200,459,0.38,14,Campaña Instagram,Web ticketing,0,Soleado,1,Resultado flojo,Buena respuesta de comunidad universitaria
1062,Fiesta Erasmus,Sevilla,Recinto exterior,Urbano,Jóvenes 25-35,Sábado,18:00,17,1200,874,0.73,14,Colaboración con influencers locales,Instagram,2,Lluvia,2,Buen resultado,Evento con alta ocupación y buen margen
1063,Tardeo universitario,Sevilla,Terraza,Urbano,Universitarios,Domingo,18:00,15,2000,2000,1.0,21,Descuento early bird,Instagram,0,Soleado,0,Sold out o casi sold out,Promoción por grupos funcionó muy bien
1064,Fiesta Erasmus,Málaga,Discoteca,Comercial,Jóvenes 18-25,Sábado,20:00,10,2000,1147,0.57,10,Descuento early bird,WhatsApp,1,Soleado,0,Resultado medio,La competencia afectó a las ventas
1065,Afterwork,Córdoba,Beach club,Indie,Público general,Viernes,16:00,13,3000,1858,0.62,14,Sorteo de entradas,Fourvenues,2,Soleado,1,Resultado medio,WhatsApp fue el canal más efectivo
1066,Festival urbano,Granada,Discoteca,Urbano,Público general,Jueves,20:00,30,600,336,0.56,30,Colaboración con influencers locales,Web ticketing,2,Frío,2,Resultado medio,Faltó campaña de urgencia en últimos días
1067,Tardeo universitario,Sevilla,Beach club,Pop,Jóvenes 25-35,Sábado,16:00,10,1500,781,0.52,21,Preventa por tramos,Wegow,0,Nublado,0,Resultado medio,Buena respuesta de comunidad universitaria
1068,Festival urbano,Madrid,Beach club,Urbano,Universitarios,Sábado,00:00,30,2000,1995,1.0,7,Preventa por tramos,Web ticketing,2,Calor,0,Sold out o casi sold out,Instagram generó visibilidad pero pocas ventas directas
1069,Evento indie,Sevilla,Beach club,Comercial,Erasmus,Jueves,18:00,15,1500,472,0.31,7,Sorteo de entradas,RRPP,0,Lluvia,2,Resultado flojo,Faltó campaña de urgencia en últimos días
1070,Festival urbano,Valencia,Terraza,Urbano,Erasmus,Domingo,16:00,30,800,556,0.69,30,Campaña Instagram,Fourvenues,0,Nublado,1,Resultado medio,Ventas lentas al inicio y aceleración final
1071,Fiesta techno,Málaga,Discoteca,Techno,Universitarios,Sábado,00:00,21,2000,1450,0.72,21,RRPP universitarios,RRPP,0,Frío,1,Buen resultado,WhatsApp fue el canal más efectivo
1072,Festival urbano,Málaga,Terraza,Latino,Universitarios,Sábado,18:00,33,300,300,1.0,7,RRPP universitarios,Web ticketing,1,Nublado,2,Sold out o casi sold out,Precio demasiado alto para el público objetivo
1073,Evento indie,Sevilla,Beach club,Latino,Público general,Viernes,18:00,20,1200,784,0.65,7,Colaboración con influencers locales,Fourvenues,1,Lluvia,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1074,Fiesta techno,Sevilla,Beach club,Comercial,Jóvenes 25-35,Jueves,16:00,18,1200,761,0.63,45,Campaña Instagram,Fourvenues,1,Frío,2,Resultado medio,Buena respuesta de comunidad universitaria
1075,Pool party,Sevilla,Discoteca,Indie,Jóvenes 18-25,Jueves,00:00,20,300,117,0.39,21,Descuento early bird,Fourvenues,2,Lluvia,1,Resultado flojo,Ventas lentas al inicio y aceleración final
1076,Afterwork,Madrid,Discoteca,Indie,Erasmus,Domingo,18:00,13,400,357,0.89,7,Colaboración con influencers locales,Wegow,1,Calor,2,Buen resultado,Alta conversión por RRPP
1077,Festival urbano,Madrid,Recinto exterior,Pop,Universitarios,Jueves,16:00,28,1200,887,0.74,14,Preventa por tramos,WhatsApp,1,Nublado,2,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
1078,Afterwork,Granada,Discoteca,Urbano,Jóvenes 18-25,Sábado,00:00,15,500,392,0.78,7,Sorteo de entradas,RRPP,1,Soleado,1,Buen resultado,La competencia afectó a las ventas
1079,Noche comercial,Málaga,Terraza,Reggaeton,Universitarios,Sábado,20:00,18,600,369,0.61,7,Descuento early bird,WhatsApp,2,Soleado,0,Resultado medio,Faltó campaña de urgencia en últimos días
1080,Afterwork,Madrid,Discoteca,Latino,Público general,Sábado,18:00,7,1200,883,0.74,45,Comunidad WhatsApp,RRPP,1,Frío,0,Buen resultado,Buena respuesta de comunidad universitaria
1081,Fiesta reggaeton,Málaga,Beach club,Reggaeton,Universitarios,Domingo,18:00,15,400,258,0.65,10,Preventa por tramos,Web ticketing,2,Lluvia,1,Resultado medio,La competencia afectó a las ventas
1082,Fiesta reggaeton,Granada,Sala de conciertos,Techno,Público general,Jueves,18:00,13,500,499,1.0,45,Preventa por tramos,Web ticketing,2,Nublado,2,Sold out o casi sold out,La competencia afectó a las ventas
1083,Fiesta Erasmus,Málaga,Beach club,Pop,Público general,Viernes,20:00,15,600,416,0.69,45,Colaboración con influencers locales,Wegow,1,Nublado,0,Resultado medio,La competencia afectó a las ventas
1084,Evento indie,Sevilla,Recinto exterior,Indie,Jóvenes 25-35,Sábado,16:00,18,1200,987,0.82,45,Comunidad WhatsApp,Instagram,2,Calor,0,Buen resultado,Buena respuesta de comunidad universitaria
1085,Fiesta Erasmus,Madrid,Sala de conciertos,Comercial,Jóvenes 18-25,Viernes,16:00,10,600,354,0.59,45,RRPP universitarios,Fourvenues,2,Calor,0,Resultado medio,Promoción por grupos funcionó muy bien
1086,Fiesta reggaeton,Valencia,Recinto exterior,Techno,Erasmus,Sábado,18:00,20,400,322,0.81,7,Promoción grupos,Wegow,0,Soleado,2,Buen resultado,Alta conversión por RRPP
1087,Pool party,Sevilla,Sala de conciertos,Comercial,Universitarios,Sábado,18:00,22,800,440,0.55,45,Descuento early bird,Web ticketing,2,Frío,2,Resultado medio,Precio demasiado alto para el público objetivo
1088,Fiesta Erasmus,Granada,Sala de conciertos,Latino,Erasmus,Domingo,22:00,14,300,182,0.61,21,Colaboración con influencers locales,WhatsApp,1,Frío,0,Resultado medio,Buena respuesta de comunidad universitaria
1089,Afterwork,Granada,Sala de conciertos,Urbano,Universitarios,Sábado,20:00,12,300,165,0.55,30,RRPP universitarios,WhatsApp,1,Lluvia,0,Resultado medio,WhatsApp fue el canal más efectivo
1090,Festival urbano,Valencia,Sala de conciertos,Urbano,Erasmus,Sábado,22:00,32,600,275,0.46,10,Colaboración con influencers locales,Web ticketing,1,Lluvia,0,Resultado flojo,Promoción por grupos funcionó muy bien
1091,Fiesta Erasmus,Sevilla,Beach club,Indie,Erasmus,Jueves,22:00,12,400,263,0.66,45,Comunidad WhatsApp,Fourvenues,1,Lluvia,2,Resultado medio,Faltó campaña de urgencia en últimos días
1092,Tardeo universitario,Málaga,Beach club,Reggaeton,Erasmus,Sábado,16:00,10,2000,1797,0.9,45,Comunidad WhatsApp,Instagram,2,Calor,2,Sold out o casi sold out,La competencia afectó a las ventas
1093,Fiesta techno,Málaga,Terraza,Latino,Público general,Domingo,20:00,23,400,344,0.86,14,Descuento early bird,RRPP,0,Frío,0,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
1094,Festival urbano,Madrid,Sala de conciertos,Comercial,Jóvenes 25-35,Sábado,22:00,30,600,599,1.0,7,Promoción grupos,Web ticketing,0,Frío,2,Sold out o casi sold out,Alta conversión por RRPP
1095,Concierto pop,Madrid,Terraza,Urbano,Erasmus,Domingo,22:00,23,500,500,1.0,21,Preventa por tramos,Fourvenues,2,Soleado,0,Sold out o casi sold out,Promoción por grupos funcionó muy bien
1096,Fiesta Erasmus,Madrid,Discoteca,Reggaeton,Público general,Domingo,22:00,9,400,230,0.57,14,RRPP universitarios,Instagram,1,Nublado,0,Resultado medio,Evento con alta ocupación y buen margen
1097,Fiesta reggaeton,Granada,Beach club,Urbano,Erasmus,Jueves,16:00,18,800,722,0.9,30,Descuento early bird,Instagram,0,Calor,0,Sold out o casi sold out,Promoción por grupos funcionó muy bien
1098,Pool party,Valencia,Terraza,Indie,Erasmus,Jueves,20:00,23,400,185,0.46,30,Colaboración con influencers locales,Instagram,0,Frío,1,Resultado flojo,Evento con alta ocupación y buen margen
1099,Tardeo universitario,Córdoba,Terraza,Pop,Jóvenes 25-35,Viernes,18:00,17,300,184,0.61,14,Preventa por tramos,Fourvenues,2,Soleado,2,Resultado medio,Precio demasiado alto para el público objetivo
1100,Tardeo universitario,Valencia,Sala de conciertos,Techno,Erasmus,Viernes,18:00,10,1500,1000,0.67,30,RRPP universitarios,WhatsApp,2,Frío,0,Resultado medio,Ventas lentas al inicio y aceleración final
1101,Evento indie,Valencia,Terraza,Latino,Jóvenes 25-35,Viernes,16:00,18,500,343,0.69,7,Promoción grupos,Instagram,0,Frío,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1102,Fiesta reggaeton,Sevilla,Sala de conciertos,Reggaeton,Erasmus,Domingo,00:00,20,800,765,0.96,30,Promoción grupos,Web ticketing,0,Nublado,2,Sold out o casi sold out,La competencia afectó a las ventas
1103,Noche comercial,Granada,Recinto exterior,Techno,Público general,Viernes,18:00,15,800,602,0.75,14,Colaboración con influencers locales,Web ticketing,1,Nublado,2,Buen resultado,Buena respuesta de comunidad universitaria
1104,Fiesta Erasmus,Granada,Recinto exterior,Latino,Público general,Domingo,00:00,10,300,261,0.87,45,Promoción grupos,Wegow,0,Soleado,2,Buen resultado,Ventas lentas al inicio y aceleración final
1105,Pool party,Córdoba,Beach club,Comercial,Erasmus,Jueves,18:00,23,300,237,0.79,30,RRPP universitarios,Wegow,0,Nublado,0,Buen resultado,Ventas lentas al inicio y aceleración final
1106,Afterwork,Madrid,Discoteca,Pop,Público general,Jueves,18:00,7,500,407,0.81,21,Comunidad WhatsApp,WhatsApp,0,Lluvia,2,Buen resultado,Promoción por grupos funcionó muy bien
1107,Concierto pop,Valencia,Discoteca,Indie,Erasmus,Domingo,16:00,27,1000,860,0.86,10,Promoción grupos,Web ticketing,2,Calor,0,Buen resultado,Alta conversión por RRPP
1108,Tardeo universitario,Málaga,Discoteca,Latino,Universitarios,Jueves,16:00,9,3000,2981,0.99,7,Promoción grupos,WhatsApp,2,Nublado,2,Sold out o casi sold out,WhatsApp fue el canal más efectivo
1109,Pool party,Madrid,Terraza,Reggaeton,Público general,Jueves,20:00,23,400,165,0.41,45,RRPP universitarios,WhatsApp,2,Lluvia,1,Resultado flojo,Faltó campaña de urgencia en últimos días
1110,Fiesta techno,Málaga,Beach club,Latino,Erasmus,Domingo,20:00,18,500,440,0.88,30,Comunidad WhatsApp,Web ticketing,0,Calor,0,Buen resultado,Buena respuesta de comunidad universitaria
1111,Fiesta Erasmus,Córdoba,Discoteca,Indie,Jóvenes 25-35,Domingo,16:00,10,800,554,0.69,21,Preventa por tramos,RRPP,0,Calor,0,Resultado medio,Alta conversión por RRPP
1112,Evento indie,Valencia,Beach club,Pop,Público general,Viernes,20:00,16,1200,847,0.71,14,Sorteo de entradas,Web ticketing,0,Calor,0,Buen resultado,Alta conversión por RRPP
1113,Tardeo universitario,Granada,Terraza,Latino,Erasmus,Domingo,00:00,14,300,216,0.72,10,Preventa por tramos,Wegow,1,Soleado,2,Buen resultado,Evento con alta ocupación y buen margen
1114,Afterwork,Córdoba,Beach club,Pop,Universitarios,Viernes,00:00,12,400,334,0.83,14,RRPP universitarios,RRPP,0,Soleado,1,Buen resultado,Ventas lentas al inicio y aceleración final
1115,Afterwork,Valencia,Discoteca,Pop,Jóvenes 18-25,Viernes,22:00,15,1200,856,0.71,10,Colaboración con influencers locales,Web ticketing,0,Nublado,2,Buen resultado,Ventas lentas al inicio y aceleración final
1116,Festival urbano,Sevilla,Sala de conciertos,Comercial,Universitarios,Viernes,22:00,33,2000,1569,0.78,45,Sorteo de entradas,Wegow,0,Lluvia,2,Buen resultado,Faltó campaña de urgencia en últimos días
1117,Festival urbano,Sevilla,Discoteca,Techno,Jóvenes 25-35,Viernes,22:00,30,400,156,0.39,14,Descuento early bird,Fourvenues,0,Calor,1,Resultado flojo,Buena respuesta de comunidad universitaria
1118,Festival urbano,Valencia,Recinto exterior,Techno,Jóvenes 18-25,Sábado,18:00,30,1000,761,0.76,30,Comunidad WhatsApp,RRPP,0,Nublado,1,Buen resultado,Faltó campaña de urgencia en últimos días
1119,Tardeo universitario,Valencia,Discoteca,Urbano,Jóvenes 25-35,Sábado,20:00,15,2000,1672,0.84,7,Sorteo de entradas,WhatsApp,2,Lluvia,2,Buen resultado,Ventas lentas al inicio y aceleración final
1120,Concierto pop,Madrid,Beach club,Indie,Erasmus,Sábado,16:00,30,300,170,0.57,45,Descuento early bird,Fourvenues,2,Nublado,1,Resultado medio,Faltó campaña de urgencia en últimos días
1121,Festival urbano,Sevilla,Sala de conciertos,Techno,Erasmus,Sábado,16:00,32,400,224,0.56,45,Campaña Instagram,Wegow,1,Lluvia,2,Resultado medio,Precio demasiado alto para el público objetivo
1122,Fiesta reggaeton,Málaga,Beach club,Urbano,Público general,Domingo,22:00,18,600,531,0.89,7,Promoción grupos,Wegow,0,Soleado,2,Buen resultado,Promoción por grupos funcionó muy bien
